PERMNO,SecInfoStartDt,SecInfoEndDt,SecurityBegDt,SecurityEndDt,SecurityHdrFlg,HdrCUSIP,HdrCUSIP9,CUSIP,CUSIP9,PrimaryExch,ConditionalType,ExchangeTier,TradingStatusFlg,SecurityNm,ShareClass,USIncFlg,IssuerType,SecurityType,SecuritySubType,ShareType,SecurityActiveFlg,DelActionType,DelStatusType,DelReasonType,DelPaymentType,Ticker,TradingSymbol,PERMCO,SICCD,NAICS,ICBIndustry,NASDCompno,NASDIssuno,IssuerNm,YYYYMMDD,DlyCalDt,DlyDelFlg,DlyPrc,DlyPrcFlg,DlyCap,DlyCapFlg,DlyPrevPrc,DlyPrevPrcFlg,DlyPrevDt,DlyPrevCap,DlyPrevCapFlg,DlyRet,DlyRetx,DlyRetI,DlyRetMissFlg,DlyRetDurFlg,DlyOrdDivAmt,DlyNonOrdDivAmt,DlyFacPrc,DlyDistRetFlg,DlyVol,DlyClose,DlyLow,DlyHigh,DlyBid,DlyAsk,DlyOpen,DlyNumTrd,DlyMMCnt,DlyPrcVol,ShrStartDt,ShrEndDt,ShrOut,ShrSource,ShrFacType,ShrAdrFlg,DisExDt,DisSeqNbr,DisOrdinaryFlg,DisType,DisFreqType,DisPaymentType,DisDetailType,DisTaxType,DisOrigCurType,DisDivAmt,DisFacPr,DisFacShr,DisDeclareDt,DisRecordDt,DisPayDt,DisPERMNO,DisPERMCO,vwretd,vwretx,ewretd,ewretx,sprtrn
59176,20210405,20221230,19721214,20221230,Y,02581610,025816109,02581610,025816109,N,RW,N/A,A,AMERICAN EXPRESS CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,AXP,AXP,90,6141,522291,INDL,60000089,126,AMERICAN EXPRESS CO,20221206,20221206,N,154.7000,TR,"115,596,945.10",BP,156.0800,TR,20221205,"116,628,126.64",PB,-0.008842,-0.008842,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,3285269.00,154.7000,153.3210,158.3400,154.6600,154.6700,155.7500,,,"508,231,114.3",20221130,20221229,"747,233",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.014050,-0.014081,-0.012792,-0.012811,-0.014399
59328,20080627,20221230,19721214,20221230,Y,45814010,458140100,45814010,458140100,Q,RW,S,A,INTEL CORP; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,INTC,INTC,2367,3679,334413,TECH,60002366,3017,INTEL CORP,20221206,20221206,N,28.6000,TR,"118,032,200.00",BP,29.1700,TR,20221205,"120,384,590.00",PB,-0.019541,-0.019541,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,27620981.00,28.6000,28.3436,29.3100,28.6000,28.6100,29.1900,"145,964",64,"789,960,056.6",20220930,20221230,"4,127,000",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.014050,-0.014081,-0.012792,-0.012811,-0.014399
59459,20090327,20221230,19721214,20221230,Y,89417E10,89417E109,89417E10,89417E109,N,RW,N/A,A,TRAVELERS COMPANIES INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,TRV,TRV,4293,6331,524126,FINL,60004292,5448,TRAVELERS COMPANIES INC,20221206,20221206,N,188.5000,TR,"44,174,598.00",BP,187.2100,TR,20221205,"43,872,289.08",PB,0.006891,0.006891,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,1199128.00,188.5000,187.3000,189.0100,188.5300,188.5400,187.5500,,,"226,035,628.0",20221130,20221229,"234,348",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.014050,-0.014081,-0.012792,-0.012811,-0.014399
65875,20220404,20221230,19840216,20221230,Y,92343V10,92343V104,92343V10,92343V104,N,RW,N/A,A,VERIZON COMMUNICATIONS INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,VZ,VZ,20288,4813,517911,TELECOM,0,0,VERIZON COMMUNICATIONS INC,20221206,20221206,N,36.8900,TR,"154,931,249.13",BP,37.0700,TR,20221205,"155,687,216.19",PB,-0.004856,-0.004856,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,26293703.00,36.8900,36.6250,37.0700,36.8700,36.8800,36.9900,,,"969,974,703.7",20221130,20221229,"4,199,817",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.014050,-0.014081,-0.012792,-0.012811,-0.014399
66181,20140225,20221230,19810922,20221230,Y,43707610,437076102,43707610,437076102,N,RW,N/A,A,HOME DEPOT INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,HD,HD,5085,5211,444110,CONDIS,60005082,6406,HOME DEPOT INC,20221206,20221206,N,317.4500,TR,"323,540,595.70",BP,320.0800,TR,20221205,"326,221,054.88",PB,-0.008217,-0.008217,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,3341458.00,317.4500,314.5400,321.6500,317.6000,317.6600,319.6400,,,"1,060,745,842.1",20221130,20221229,"1,019,186",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.014050,-0.014081,-0.012792,-0.012811,-0.014399
76076,20140213,20221230,19900216,20221230,Y,17275R10,17275R102,17275R10,17275R102,Q,RW,S,A,CISCO SYSTEMS INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,CSCO,CSCO,10486,3674,334118,TELECOM,60010404,14115,CISCO SYSTEMS INC,20221206,20221206,N,48.5900,TR,"199,612,724.77",BP,49.3300,TR,20221205,"202,652,720.99",PB,-0.015001,-0.015001,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,15388210.00,48.5900,48.2610,49.4400,48.5800,48.5900,49.4400,"110,913",63,"747,713,123.9",20221117,20221230,"4,108,103",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.014050,-0.014081,-0.012792,-0.012811,-0.014399
86868,20140107,20221230,19990504,20221230,Y,38141G10,38141G104,38141G10,38141G104,N,RW,N/A,A,GOLDMAN SACHS GROUP INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,GS,GS,35048,6211,523120,FINL,0,0,GOLDMAN SACHS GROUP INC,20221206,20221206,N,362.9100,TR,"122,894,027.85",BP,371.5400,TR,20221205,"125,816,447.90",PB,-0.023228,-0.023228,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,3081920.00,362.9100,360.3300,370.3700,362.7400,362.7500,369.4800,,,"1,118,459,587.2",20221130,20221229,"338,635",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.014050,-0.014081,-0.012792,-0.012811,-0.014399
90215,20220404,20221230,20040623,20221230,Y,79466L30,79466L302,79466L30,79466L302,N,RW,N/A,A,SALESFORCE INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,CRM,CRM,45288,7372,511210,TECH,0,0,SALESFORCE INC,20221206,20221206,N,133.2700,TR,"133,270,000.00",BP,133.9300,TR,20221205,"133,930,000.00",PB,-0.004928,-0.004928,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,16981804.00,133.2700,130.9100,134.5500,133.2300,133.2400,132.7100,,,"2,263,165,019.1",20221130,20221229,"1,000,000",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.014050,-0.014081,-0.012792,-0.012811,-0.014399
92611,20201127,20221230,20080319,20221230,Y,92826C83,92826C839,92826C83,92826C839,N,RW,N/A,A,VISA INC; COM A; CONS,A,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,V,V,52983,7389,561499,INDL,0,0,VISA INC,20221206,20221206,N,209.0800,TR,"340,417,574.52",BP,213.6800,TR,20221205,"347,907,151.92",PB,-0.021528,-0.021528,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,5985961.00,209.0800,207.6400,212.1300,209.0800,209.1400,212.0000,,,"1,251,544,725.9",20221130,20221229,"1,628,169",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.014050,-0.014081,-0.012792,-0.012811,-0.014399
92655,20080627,20221230,19841017,20221230,Y,91324P10,91324P102,91324P10,91324P102,N,RW,N/A,A,UNITEDHEALTH GROUP INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,UNH,UNH,7267,6324,524114,HEALTH,60007233,9402,UNITEDHEALTH GROUP INC,20221206,20221206,N,539.3200,TR,"503,913,102.68",BP,535.0400,TR,20221205,"499,914,088.96",PB,0.007999,0.007999,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,3097655.00,539.3200,534.2400,540.5900,539.4200,539.4300,534.4200,,,"1,670,627,294.6",20221130,20221229,"934,349",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.014050,-0.014081,-0.012792,-0.012811,-0.014399
10107,20080627,20221230,19860313,20221230,Y,59491810,594918104,59491810,594918104,Q,RW,S,A,MICROSOFT CORP; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,MSFT,MSFT,8048,7370,511210,TECH,60008001,10539,MICROSOFT CORP,20221207,20221207,N,244.3700,TR,"1,821,649,567.01",BP,245.1200,TR,20221206,"1,827,240,421.76",PB,-0.003060,-0.003060,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,20432120.00,244.3700,242.2050,246.1600,244.3000,244.3100,244.8300,"228,423",61,"4,992,997,164.4",20221020,20221230,"7,454,473",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
10145,20221013,20221230,19251231,20221230,Y,43851610,438516106,43851610,438516106,Q,RW,S,A,HONEYWELL INTERNATIONAL INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,HON,HON,22168,3724,336412,INDL,60018933,25476,HONEYWELL INTERNATIONAL INC,20221207,20221207,N,213.4500,TR,"143,507,130.90",BP,213.1900,TR,20221206,"143,332,327.18",PB,0.001220,0.001220,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,2967602.00,213.4500,212.0100,214.0900,213.3700,213.4000,213.9700,"52,513",48,"633,434,646.9",20221013,20221230,"672,322",NC,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
11308,20080627,20221230,19251231,20221230,Y,19121610,191216100,19121610,191216100,N,RW,N/A,A,COCA COLA CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,KO,KO,20468,2086,312111,CONSTAP,0,0,COCA COLA CO,20221207,20221207,N,63.5400,TR,"274,779,556.02",BP,63.4400,TR,20221206,"274,347,104.72",PB,0.001576,0.001576,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,12307605.00,63.5400,63.2500,63.7200,63.5000,63.5100,63.4500,,,"782,025,221.7",20221130,20221229,"4,324,513",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
12490,20211203,20221230,19251231,20221230,Y,45920010,459200101,45920010,459200101,N,RW,N/A,A,INTERNATIONAL BUSINESS MACHS COR; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,IBM,IBM,20990,3571,334111,TECH,0,0,INTERNATIONAL BUSINESS MACHS COR,20221207,20221207,N,147.2700,TR,"133,150,636.02",BP,147.5000,TR,20221206,"133,358,585.00",PB,-0.001559,-0.001559,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,3971285.00,147.2700,146.2900,148.1050,147.2700,147.2800,147.3300,,,"584,851,142.0",20221130,20221229,"904,126",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
14008,20190912,20221230,19830617,20221230,Y,03116210,031162100,03116210,031162100,Q,RW,S,A,AMGEN INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,AMGN,AMGN,216,2830,325414,HEALTH,60000215,298,AMGEN INC,20221207,20221207,N,285.7600,TR,"152,475,535.04",BP,283.2900,TR,20221206,"151,157,594.91",PB,0.008719,0.008719,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,2452702.00,285.7600,281.8050,285.9300,285.5900,285.7600,283.4100,"53,881",59,"700,884,123.5",20221031,20221230,"533,579",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
14541,20210401,20221230,19251231,20221230,Y,16676410,166764100,16676410,166764100,N,RW,N/A,A,CHEVRON CORP NEW; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,CVX,CVX,20440,5541,447190,ENERGY,0,0,CHEVRON CORP NEW,20221207,20221207,N,172.5200,TR,"333,591,400.28",BP,172.0100,TR,20221206,"332,605,244.39",PB,0.002965,0.002965,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,6936345.00,172.5200,170.8500,174.5834,172.4500,172.4600,171.0600,,,"1,196,658,239.4",20221130,20221229,"1,933,639",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
14593,20171228,20221230,19801212,20221230,Y,03783310,037833100,03783310,037833100,Q,RW,S,A,APPLE INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,AAPL,AAPL,7,3571,334220,TECH,60000006,8,APPLE INC,20221207,20221207,N,140.9400,TR,"2,242,090,150.92",BP,142.9100,TR,20221206,"2,273,429,143.38",PB,-0.013785,-0.013785,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,69605189.00,140.9400,140.0000,143.3700,140.9300,140.9400,142.1900,"567,638",60,"9,810,155,337.7",20221014,20221230,"15,908,118",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
18163,20210414,20221230,19290812,20221230,Y,74271810,742718109,74271810,742718109,N,RW,N/A,A,PROCTER & GAMBLE CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,PG,PG,21446,2844,325620,CONSTAP,0,0,PROCTER & GAMBLE CO,20221207,20221207,N,150.2400,TR,"356,023,277.28",BP,149.2800,TR,20221206,"353,748,368.16",PB,0.006431,0.006431,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,6175459.00,150.2400,149.0100,150.4300,150.1700,150.1800,149.0100,,,"927,800,960.2",20221130,20221229,"2,369,697",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
18428,20191223,20221230,20190402,20221230,Y,26055710,260557103,26055710,260557103,N,RW,N/A,A,DOW INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,DOW,DOW,56668,2821,325211,BASMAT,0,0,DOW INC,20221207,20221207,N,50.7000,TR,"35,680,581.30",BP,51.0500,TR,20221206,"35,926,896.95",PB,-0.006856,-0.006856,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,4248704.00,50.7000,50.2550,51.3393,50.6800,50.6900,50.8200,,,"215,409,292.8",20221130,20221229,"703,759",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
18542,20170126,20221230,19291202,20221230,Y,14912310,149123101,14912310,149123101,N,RW,N/A,A,CATERPILLAR INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,CAT,CAT,20408,3531,333120,INDL,0,0,CATERPILLAR INC,20221207,20221207,N,228.9800,TR,"119,163,252.82",BP,228.2900,TR,20221206,"118,804,170.61",PB,0.003022,0.003022,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,3044194.00,228.9800,225.7800,229.8400,228.8200,228.8300,227.0000,,,"697,059,542.1",20221130,20221229,"520,409",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
19502,20141231,20221230,19340215,20221230,Y,93142710,931427108,93142710,931427108,Q,RW,S,A,WALGREENS BOOTS ALLIANCE INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,WBA,WBA,21881,5912,446110,CONSTAP,60020528,27423,WALGREENS BOOTS ALLIANCE INC,20221207,20221207,N,40.6500,TR,"35,154,648.45",BP,40.5900,TR,20221206,"35,102,759.67",PB,0.001478,0.001478,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,3754858.00,40.6500,40.3100,40.9700,40.6500,40.6600,40.4100,"37,841",55,"152,634,977.7",20220930,20221230,"864,813",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
19561,20090327,20221230,19340905,20221230,Y,09702310,097023105,09702310,097023105,N,RW,N/A,A,BOEING CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,BA,BA,20315,3721,336411,INDL,0,0,BOEING CO,20221207,20221207,N,176.5000,TR,"105,190,999.50",BP,178.4300,TR,20221206,"106,341,246.69",PB,-0.010817,-0.010817,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,5871242.00,176.5000,174.6200,178.4300,176.5000,176.5400,176.2800,,,"1,036,274,213.0",20221130,20221229,"595,983",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
22111,20211221,20221230,19440925,20221230,Y,47816010,478160104,47816010,478160104,N,RW,N/A,A,JOHNSON & JOHNSON; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,JNJ,JNJ,21018,3841,339112,HEALTH,0,0,JOHNSON & JOHNSON,20221207,20221207,N,177.1700,TR,"463,208,130.28",BP,176.1000,TR,20221206,"460,410,632.40",PB,0.006076,0.006076,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,5702579.00,177.1700,176.2300,177.8800,177.1100,177.1200,176.5700,,,"1,010,325,921.4",20221130,20221229,"2,614,484",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
22592,20220705,20221230,19460114,20221230,Y,88579Y10,88579Y101,88579Y10,88579Y101,N,RW,N/A,A,3M CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,MMM,MMM,21205,3999,339999,INDL,0,0,3M CO,20221207,20221207,N,126.3500,TR,"69,839,078.05",BP,124.5800,TR,20221206,"68,860,722.94",PB,0.014208,0.014208,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,2701571.00,126.3500,124.1000,127.3100,126.2900,126.3200,124.3300,,,"341,343,495.9",20221130,20221229,"552,743",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
22752,20091104,20221230,19460515,20221230,Y,58933Y10,58933Y105,58933Y10,58933Y105,N,RW,N/A,A,MERCK & CO INC NEW; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,MRK,MRK,21188,2834,325412,HEALTH,0,0,MERCK & CO INC NEW,20221207,20221207,N,110.0900,TR,"279,121,745.64",BP,108.9300,TR,20221206,"276,180,686.28",PB,0.010649,0.010649,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,8270442.00,110.0900,109.0000,110.7100,110.0700,110.0900,109.1500,,,"910,492,959.8",20221130,20221229,"2,535,396",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
26403,20210301,20221230,19571112,20221230,Y,25468710,254687106,25468710,254687106,N,RW,N/A,A,DISNEY WALT CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,DIS,DIS,20587,4833,515120,CONDIS,0,0,DISNEY WALT CO,20221207,20221207,N,92.1500,TR,"168,044,002.80",BP,92.2900,TR,20221206,"168,299,305.68",PB,-0.001517,-0.001517,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,10353416.00,92.1500,91.2600,92.7857,92.1300,92.1700,92.6600,,,"954,067,284.4",20221130,20221229,"1,823,592",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
43449,20190912,20221230,19660705,20221230,Y,58013510,580135101,58013510,580135101,N,RW,N/A,A,MCDONALDS CORP; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,MCD,MCD,21177,5812,722511,CONDIS,0,0,MCDONALDS CORP,20221207,20221207,N,270.3400,TR,"198,003,504.16",BP,271.7700,TR,20221206,"199,050,870.48",PB,-0.005262,-0.005262,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,2766448.00,270.3400,269.6700,273.9800,270.1500,270.1600,272.5000,,,"747,881,552.3",20221130,20221229,"732,424",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
47896,20160804,20221230,19690305,20221230,Y,46625H10,46625H100,46625H10,46625H100,N,RW,N/A,A,JPMORGAN CHASE & CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,JPM,JPM,20436,6021,522110,FINL,0,0,JPMORGAN CHASE & CO,20221207,20221207,N,131.5000,TR,"385,716,457.50",BP,131.5900,TR,20221206,"385,980,445.95",PB,-0.000684,-0.000684,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,11739425.00,131.5000,130.3300,133.0800,131.5100,131.5200,131.3100,,,"1,543,734,387.5",20221130,20221229,"2,933,205",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
55976,20201118,20221230,19721120,20221230,Y,93114210,931142103,93114210,931142103,N,RW,N/A,A,WALMART INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,WMT,WMT,21880,5311,452210,CONDIS,0,0,WALMART INC,20221207,20221207,N,149.1100,TR,"404,720,028.18",BP,149.8900,TR,20221206,"406,837,133.82",PB,-0.005204,-0.005204,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,5850070.00,149.1100,148.8200,151.2100,149.0200,149.0500,150.5000,,,"872,303,937.7",20221130,20221229,"2,714,238",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
57665,20120629,20221230,19801202,20221230,Y,65410610,654106103,65410610,654106103,N,RW,N/A,A,NIKE INC; COM B; CONS,B,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,NKE,NKE,3194,3021,316210,CONDIS,60003193,4061,NIKE INC,20221207,20221207,N,108.3300,TR,"136,462,001.04",BP,107.9300,TR,20221206,"135,958,125.84",PB,0.003706,0.003706,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,5751515.00,108.3300,107.0600,109.1200,108.3600,108.3700,107.3200,,,"623,061,620.0",20221130,20221229,"1,259,688",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
59176,20210405,20221230,19721214,20221230,Y,02581610,025816109,02581610,025816109,N,RW,N/A,A,AMERICAN EXPRESS CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,AXP,AXP,90,6141,522291,INDL,60000089,126,AMERICAN EXPRESS CO,20221207,20221207,N,154.7700,TR,"115,649,251.41",BP,154.7000,TR,20221206,"115,596,945.10",PB,0.000452,0.000452,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,2879830.00,154.7700,154.3101,156.9900,154.7400,154.7500,154.5600,,,"445,711,289.1",20221130,20221229,"747,233",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
59328,20080627,20221230,19721214,20221230,Y,45814010,458140100,45814010,458140100,Q,RW,S,A,INTEL CORP; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,INTC,INTC,2367,3679,334413,TECH,60002366,3017,INTEL CORP,20221207,20221207,N,28.3300,TR,"116,917,910.00",BP,28.6000,TR,20221206,"118,032,200.00",PB,-0.009441,-0.009441,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,28151065.00,28.3300,28.1500,28.5500,28.3300,28.3400,28.2800,"137,698",64,"797,519,671.5",20220930,20221230,"4,127,000",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
59459,20090327,20221230,19721214,20221230,Y,89417E10,89417E109,89417E10,89417E109,N,RW,N/A,A,TRAVELERS COMPANIES INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,TRV,TRV,4293,6331,524126,FINL,60004292,5448,TRAVELERS COMPANIES INC,20221207,20221207,N,188.0500,TR,"44,069,141.40",BP,188.5000,TR,20221206,"44,174,598.00",PB,-0.002387,-0.002387,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,1217906.00,188.0500,187.6900,191.1600,188.0500,188.0800,188.6600,,,"229,027,223.3",20221130,20221229,"234,348",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
65875,20220404,20221230,19840216,20221230,Y,92343V10,92343V104,92343V10,92343V104,N,RW,N/A,A,VERIZON COMMUNICATIONS INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,VZ,VZ,20288,4813,517911,TELECOM,0,0,VERIZON COMMUNICATIONS INC,20221207,20221207,N,37.1700,TR,"156,107,197.89",BP,36.8900,TR,20221206,"154,931,249.13",PB,0.007590,0.007590,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,23065918.00,37.1700,36.6650,37.3050,37.1600,37.1700,36.7400,,,"857,360,172.1",20221130,20221229,"4,199,817",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
66181,20140225,20221230,19810922,20221230,Y,43707610,437076102,43707610,437076102,N,RW,N/A,A,HOME DEPOT INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,HD,HD,5085,5211,444110,CONDIS,60005082,6406,HOME DEPOT INC,20221207,20221207,N,320.1500,TR,"326,292,397.90",BP,317.4500,TR,20221206,"323,540,595.70",PB,0.008505,0.008505,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,4038175.00,320.1500,314.4400,322.8770,319.9500,319.9600,315.9600,,,"1,292,821,726.3",20221130,20221229,"1,019,186",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
76076,20140213,20221230,19900216,20221230,Y,17275R10,17275R102,17275R10,17275R102,Q,RW,S,A,CISCO SYSTEMS INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,CSCO,CSCO,10486,3674,334118,TELECOM,60010404,14115,CISCO SYSTEMS INC,20221207,20221207,N,48.1800,TR,"197,928,402.54",BP,48.5900,TR,20221206,"199,612,724.77",PB,-0.008438,-0.008438,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,15129035.00,48.1800,48.0600,48.5500,48.1700,48.1800,48.4000,"91,975",63,"728,916,906.3",20221117,20221230,"4,108,103",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001928,-0.002004,-0.004659,-0.004707,-0.001862
