PERMNO,SecInfoStartDt,SecInfoEndDt,SecurityBegDt,SecurityEndDt,SecurityHdrFlg,HdrCUSIP,HdrCUSIP9,CUSIP,CUSIP9,PrimaryExch,ConditionalType,ExchangeTier,TradingStatusFlg,SecurityNm,ShareClass,USIncFlg,IssuerType,SecurityType,SecuritySubType,ShareType,SecurityActiveFlg,DelActionType,DelStatusType,DelReasonType,DelPaymentType,Ticker,TradingSymbol,PERMCO,SICCD,NAICS,ICBIndustry,NASDCompno,NASDIssuno,IssuerNm,YYYYMMDD,DlyCalDt,DlyDelFlg,DlyPrc,DlyPrcFlg,DlyCap,DlyCapFlg,DlyPrevPrc,DlyPrevPrcFlg,DlyPrevDt,DlyPrevCap,DlyPrevCapFlg,DlyRet,DlyRetx,DlyRetI,DlyRetMissFlg,DlyRetDurFlg,DlyOrdDivAmt,DlyNonOrdDivAmt,DlyFacPrc,DlyDistRetFlg,DlyVol,DlyClose,DlyLow,DlyHigh,DlyBid,DlyAsk,DlyOpen,DlyNumTrd,DlyMMCnt,DlyPrcVol,ShrStartDt,ShrEndDt,ShrOut,ShrSource,ShrFacType,ShrAdrFlg,DisExDt,DisSeqNbr,DisOrdinaryFlg,DisType,DisFreqType,DisPaymentType,DisDetailType,DisTaxType,DisOrigCurType,DisDivAmt,DisFacPr,DisFacShr,DisDeclareDt,DisRecordDt,DisPayDt,DisPERMNO,DisPERMCO,vwretd,vwretx,ewretd,ewretx,sprtrn
10107,20080627,20221230,19860313,20221230,Y,59491810,594918104,59491810,594918104,Q,RW,S,A,MICROSOFT CORP; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,MSFT,MSFT,8048,7370,511210,TECH,60008001,10539,MICROSOFT CORP,20221201,20221201,N,254.6900,TR,"1,898,579,728.37",BP,255.1400,TR,20221130,"1,901,934,241.22",PB,-0.001764,-0.001764,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,25994808.00,254.6900,250.9156,256.1200,254.6900,254.7200,253.8700,"356,099",61,"6,620,617,649.5",20221020,20221230,"7,454,473",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
10145,20221013,20221230,19251231,20221230,Y,43851610,438516106,43851610,438516106,Q,RW,S,A,HONEYWELL INTERNATIONAL INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,HON,HON,22168,3724,336412,INDL,60018933,25476,HONEYWELL INTERNATIONAL INC,20221201,20221201,N,217.3900,TR,"146,156,079.58",BP,219.5500,TR,20221130,"147,608,295.10",PB,-0.009838,-0.009838,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,3967649.00,217.3900,216.3548,220.6200,217.3100,217.3200,220.2800,"65,144",48,"862,527,216.1",20221013,20221230,"672,322",NC,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
11308,20080627,20221230,19251231,20221230,Y,19121610,191216100,19121610,191216100,N,RW,N/A,A,COCA COLA CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,KO,KO,20468,2086,312111,CONSTAP,0,0,COCA COLA CO,20221201,20221201,N,63.7900,TR,"275,860,684.27",BP,63.6100,TR,20221130,"275,082,271.93",PB,0.002830,0.002830,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,12001356.00,63.7900,63.4300,64.1100,63.8000,63.8100,63.6100,,,"765,566,499.2",20221130,20221229,"4,324,513",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
12490,20211203,20221230,19251231,20221230,Y,45920010,459200101,45920010,459200101,N,RW,N/A,A,INTERNATIONAL BUSINESS MACHS COR; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,IBM,IBM,20990,3571,334111,TECH,0,0,INTERNATIONAL BUSINESS MACHS COR,20221201,20221201,N,149.1600,TR,"134,859,434.16",BP,148.9000,TR,20221130,"134,624,361.40",PB,0.001746,0.001746,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,4495924.00,149.1600,147.3400,150.0100,149.1800,149.1900,149.9800,,,"670,612,023.8",20221130,20221229,"904,126",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
14008,20190912,20221230,19830617,20221230,Y,03116210,031162100,03116210,031162100,Q,RW,S,A,AMGEN INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,AMGN,AMGN,216,2830,325414,HEALTH,60000215,298,AMGEN INC,20221201,20221201,N,285.9400,TR,"152,571,579.26",BP,286.4000,TR,20221130,"152,817,025.60",PB,-0.001606,-0.001606,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,2879856.00,285.9400,279.8800,288.0900,285.7800,285.9700,288.0000,"60,541",59,"823,466,024.6",20221031,20221230,"533,579",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
14541,20210401,20221230,19251231,20221230,Y,16676410,166764100,16676410,166764100,N,RW,N/A,A,CHEVRON CORP NEW; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,CVX,CVX,20440,5541,447190,ENERGY,0,0,CHEVRON CORP NEW,20221201,20221201,N,182.4900,TR,"352,869,781.11",BP,183.3100,TR,20221130,"354,455,365.09",PB,-0.004473,-0.004473,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,5217378.00,182.4900,181.4400,184.5500,182.5000,182.5200,184.2600,,,"952,119,311.2",20221130,20221229,"1,933,639",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
14593,20171228,20221230,19801212,20221230,Y,03783310,037833100,03783310,037833100,Q,RW,S,A,APPLE INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,AAPL,AAPL,7,3571,334220,TECH,60000006,8,APPLE INC,20221201,20221201,N,148.3100,TR,"2,359,332,980.58",BP,148.0300,TR,20221130,"2,354,878,707.54",PB,0.001892,0.001892,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,71177750.00,148.3100,146.6100,149.1300,148.3300,148.3500,148.2100,"529,241",60,"10,556,372,102.5",20221014,20221230,"15,908,118",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
18163,20210414,20221230,19290812,20221230,Y,74271810,742718109,74271810,742718109,N,RW,N/A,A,PROCTER & GAMBLE CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,PG,PG,21446,2844,325620,CONSTAP,0,0,PROCTER & GAMBLE CO,20221201,20221201,N,149.2500,TR,"353,677,277.25",BP,149.1600,TR,20221130,"353,464,004.52",PB,0.000603,0.000603,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,6927461.00,149.2500,148.5700,150.3600,149.3300,149.3400,149.5300,,,"1,033,923,554.3",20221130,20221229,"2,369,697",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
18428,20191223,20221230,20190402,20221230,Y,26055710,260557103,26055710,260557103,N,RW,N/A,A,DOW INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,DOW,DOW,56668,2821,325211,BASMAT,0,0,DOW INC,20221201,20221201,N,51.0700,TR,"35,940,972.13",BP,50.9700,TR,20221130,"35,870,596.23",PB,0.001962,0.001962,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,4757348.00,51.0700,50.8000,51.5103,51.1000,51.1200,51.2500,,,"242,957,762.4",20221130,20221229,"703,759",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
18542,20170126,20221230,19291202,20221230,Y,14912310,149123101,14912310,149123101,N,RW,N/A,A,CATERPILLAR INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,CAT,CAT,20408,3531,333120,INDL,0,0,CATERPILLAR INC,20221201,20221201,N,235.6900,TR,"122,655,197.21",BP,236.4100,TR,20221130,"123,029,891.69",PB,-0.003046,-0.003046,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,2504686.00,235.6900,231.9400,237.0000,235.7500,235.7600,236.9000,,,"590,329,443.3",20221130,20221229,"520,409",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
19502,20141231,20221230,19340215,20221230,Y,93142710,931427108,93142710,931427108,Q,RW,S,A,WALGREENS BOOTS ALLIANCE INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,WBA,WBA,21881,5912,446110,CONSTAP,60020528,27423,WALGREENS BOOTS ALLIANCE INC,20221201,20221201,N,41.3100,TR,"35,725,425.03",BP,41.5000,TR,20221130,"35,889,739.50",PB,-0.004578,-0.004578,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,4492292.00,41.3100,41.0600,42.0250,41.3000,41.3100,41.5100,"44,723",55,"185,576,582.5",20220930,20221230,"864,813",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
19561,20090327,20221230,19340905,20221230,Y,09702310,097023105,09702310,097023105,N,RW,N/A,A,BOEING CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,BA,BA,20315,3721,336411,INDL,0,0,BOEING CO,20221201,20221201,N,175.7800,TR,"104,761,891.74",BP,178.8800,TR,20221130,"106,609,439.04",PB,-0.017330,-0.017330,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,4517476.00,175.7800,174.6900,179.7000,175.7900,175.8500,178.8800,,,"794,081,931.3",20221130,20221229,"595,983",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
22111,20211221,20221230,19440925,20221230,Y,47816010,478160104,47816010,478160104,N,RW,N/A,A,JOHNSON & JOHNSON; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,JNJ,JNJ,21018,3841,339112,HEALTH,0,0,JOHNSON & JOHNSON,20221201,20221201,N,178.7400,TR,"467,312,870.16",BP,178.0000,TR,20221130,"465,378,152.00",PB,0.004157,0.004157,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,6282567.00,178.7400,177.7700,179.9600,178.7500,178.7600,179.0000,,,"1,122,946,025.6",20221130,20221229,"2,614,484",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
22592,20220705,20221230,19460114,20221230,Y,88579Y10,88579Y101,88579Y10,88579Y101,N,RW,N/A,A,3M CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,MMM,MMM,21205,3999,339999,INDL,0,0,3M CO,20221201,20221201,N,125.9900,TR,"69,640,090.57",BP,125.9700,TR,20221130,"69,629,035.71",PB,0.000159,0.000159,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,2638939.00,125.9900,125.3100,128.8669,126.0100,126.0200,127.3000,,,"332,479,924.6",20221130,20221229,"552,743",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
22752,20091104,20221230,19460515,20221230,Y,58933Y10,58933Y105,58933Y10,58933Y105,N,RW,N/A,A,MERCK & CO INC NEW; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,MRK,MRK,21188,2834,325412,HEALTH,0,0,MERCK & CO INC NEW,20221201,20221201,N,109.8000,TR,"278,386,480.80",BP,110.1200,TR,20221130,"279,197,807.52",PB,-0.002906,-0.002906,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,10110640.00,109.8000,108.7700,110.9800,109.8200,109.8400,109.7500,,,"1,110,148,272.0",20221130,20221229,"2,535,396",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
26403,20210301,20221230,19571112,20221230,Y,25468710,254687106,25468710,254687106,N,RW,N/A,A,DISNEY WALT CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,DIS,DIS,20587,4833,515120,CONDIS,0,0,DISNEY WALT CO,20221201,20221201,N,98.5900,TR,"179,787,935.28",BP,97.8700,TR,20221130,"178,474,949.04",PB,0.007357,0.007357,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,13855680.00,98.5900,96.5800,98.8350,98.6400,98.6700,97.8700,,,"1,366,031,491.2",20221130,20221229,"1,823,592",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
43449,20190912,20221230,19660705,20221230,Y,58013510,580135101,58013510,580135101,N,RW,N/A,A,MCDONALDS CORP; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,MCD,MCD,21177,5812,722511,CONDIS,0,0,MCDONALDS CORP,20221201,20221201,N,273.4000,TR,"200,244,721.60",BP,272.7900,TR,20221130,"199,797,942.96",PB,0.002236,0.002236,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,2599642.00,273.4000,271.3900,274.2400,273.4200,273.4600,273.1600,,,"710,742,122.8",20221130,20221229,"732,424",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
47896,20160804,20221230,19690305,20221230,Y,46625H10,46625H100,46625H10,46625H100,N,RW,N/A,A,JPMORGAN CHASE & CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,JPM,JPM,20436,6021,522110,FINL,0,0,JPMORGAN CHASE & CO,20221201,20221201,N,136.2400,TR,"399,619,849.20",BP,138.1800,TR,20221130,"405,310,266.90",PB,-0.014040,-0.014040,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,8858472.00,136.2400,135.4300,138.6600,136.3300,136.3400,138.1800,,,"1,206,878,225.3",20221130,20221229,"2,933,205",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
55976,20201118,20221230,19721120,20221230,Y,93114210,931142103,93114210,931142103,N,RW,N/A,A,WALMART INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,WMT,WMT,21880,5311,452210,CONDIS,0,0,WALMART INC,20221201,20221201,N,153.3700,TR,"416,282,682.06",BP,152.4200,TR,20221130,"413,704,155.96",PB,0.006233,0.006233,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,7577389.00,153.3700,150.7300,153.6100,153.4400,153.4500,152.0500,,,"1,162,144,150.9",20221130,20221229,"2,714,238",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
57665,20120629,20221230,19801202,20221230,Y,65410610,654106103,65410610,654106103,N,RW,N/A,A,NIKE INC; COM B; CONS,B,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,NKE,NKE,3194,3021,316210,CONDIS,60003193,4061,NIKE INC,20221201,20221201,N,111.1100,TR,"139,963,933.68",BP,109.6900,TR,20221130,"138,175,176.72",PB,0.012946,0.012946,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,7822888.00,111.1100,109.5500,111.8550,111.1500,111.1600,110.0900,,,"869,201,085.7",20221130,20221229,"1,259,688",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
59176,20210405,20221230,19721214,20221230,Y,02581610,025816109,02581610,025816109,N,RW,N/A,A,AMERICAN EXPRESS CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,AXP,AXP,90,6141,522291,INDL,60000089,126,AMERICAN EXPRESS CO,20221201,20221201,N,157.5000,TR,"117,689,197.50",BP,157.5900,TR,20221130,"117,756,448.47",PB,-0.000571,-0.000571,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,2670351.00,157.5000,154.7500,158.8700,157.5100,157.5500,157.7200,,,"420,580,282.5",20221130,20221229,"747,233",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
59328,20080627,20221230,19721214,20221230,Y,45814010,458140100,45814010,458140100,Q,RW,S,A,INTEL CORP; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,INTC,INTC,2367,3679,334413,TECH,60002366,3017,INTEL CORP,20221201,20221201,N,29.8300,TR,"123,108,410.00",BP,30.0700,TR,20221130,"124,098,890.00",PB,-0.007981,-0.007981,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,38624555.00,29.8300,29.5200,30.4800,29.8200,29.8300,30.2400,"181,473",64,"1,152,170,475.7",20220930,20221230,"4,127,000",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
59459,20090327,20221230,19721214,20221230,Y,89417E10,89417E109,89417E10,89417E109,N,RW,N/A,A,TRAVELERS COMPANIES INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,TRV,TRV,4293,6331,524126,FINL,60004292,5448,TRAVELERS COMPANIES INC,20221201,20221201,N,189.1400,TR,"44,324,580.72",BP,189.8100,TR,20221130,"44,481,593.88",PB,-0.003530,-0.003530,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,1078024.00,189.1400,187.8500,191.0200,189.1400,189.1500,190.9700,,,"203,897,459.4",20221130,20221229,"234,348",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
65875,20220404,20221230,19840216,20221230,Y,92343V10,92343V104,92343V10,92343V104,N,RW,N/A,A,VERIZON COMMUNICATIONS INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,VZ,VZ,20288,4813,517911,TELECOM,0,0,VERIZON COMMUNICATIONS INC,20221201,20221201,N,38.3300,TR,"160,978,985.61",BP,38.9800,TR,20221130,"163,708,866.66",PB,-0.016675,-0.016675,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,26276613.00,38.3300,37.8100,39.2300,38.3200,38.3300,39.1800,,,"1,007,182,576.3",20221130,20221229,"4,199,817",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
66181,20140225,20221230,19810922,20221230,Y,43707610,437076102,43707610,437076102,N,RW,N/A,A,HOME DEPOT INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,HD,HD,5085,5211,444110,CONDIS,60005082,6406,HOME DEPOT INC,20221201,20221201,N,327.0700,TR,"333,345,165.02",BP,323.9900,TR,20221130,"330,206,072.14",PB,0.009506,0.009506,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,3830118.00,327.0700,324.4400,329.6700,327.0800,327.0900,326.3100,,,"1,252,716,694.3",20221130,20221229,"1,019,186",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
76076,20140213,20221230,19900216,20221230,Y,17275R10,17275R102,17275R10,17275R102,Q,RW,S,A,CISCO SYSTEMS INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,CSCO,CSCO,10486,3674,334118,TELECOM,60010404,14115,CISCO SYSTEMS INC,20221201,20221201,N,49.9700,TR,"205,281,906.91",BP,49.7200,TR,20221130,"204,254,881.16",PB,0.005028,0.005028,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,18480913.00,49.9700,49.6900,50.4600,49.9800,50.0000,49.8800,"138,554",63,"923,491,222.6",20221117,20221230,"4,108,103",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
86868,20140107,20221230,19990504,20221230,Y,38141G10,38141G104,38141G10,38141G104,N,RW,N/A,A,GOLDMAN SACHS GROUP INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,GS,GS,35048,6211,523120,FINL,0,0,GOLDMAN SACHS GROUP INC,20221201,20221201,N,383.8100,TR,"129,971,499.35",BP,386.1500,TR,20221130,"130,763,905.25",PB,-0.006060,-0.006060,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,1706386.00,383.8100,380.4500,386.5000,383.6000,383.7700,386.5000,,,"654,928,010.7",20221130,20221229,"338,635",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
90215,20220404,20221230,20040623,20221230,Y,79466L30,79466L302,79466L30,79466L302,N,RW,N/A,A,SALESFORCE INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,CRM,CRM,45288,7372,511210,TECH,0,0,SALESFORCE INC,20221201,20221201,N,147.0000,TR,"147,000,000.00",BP,160.2500,TR,20221130,"160,250,000.00",PB,-0.082683,-0.082683,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,33721470.00,147.0000,142.0800,147.5860,146.8800,146.8900,147.5500,,,"4,957,056,090.0",20221130,20221229,"1,000,000",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
92611,20201127,20221230,20080319,20221230,Y,92826C83,92826C839,92826C83,92826C839,N,RW,N/A,A,VISA INC; COM A; CONS,A,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,V,V,52983,7389,561499,INDL,0,0,VISA INC,20221201,20221201,N,217.0000,TR,"353,312,673.00",BP,217.0000,TR,20221130,"353,312,673.00",PB,0.000000,0.000000,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,11261545.00,217.0000,215.3000,218.6500,217.0900,217.1800,217.0000,,,"2,443,755,265.0",20221130,20221229,"1,628,169",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
92655,20080627,20221230,19841017,20221230,Y,91324P10,91324P102,91324P10,91324P102,N,RW,N/A,A,UNITEDHEALTH GROUP INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,UNH,UNH,7267,6324,524114,HEALTH,60007233,9402,UNITEDHEALTH GROUP INC,20221201,20221201,N,536.9100,TR,"501,661,321.59",BP,547.7600,TR,20221130,"511,799,008.24",PB,-0.019808,-0.019808,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,2997802.00,536.9100,535.8000,553.0000,536.6000,536.8400,552.3600,,,"1,609,549,871.8",20221130,20221229,"934,349",OBS,NA,N,,,,,,,,,,,,,,,,,,0.000230,0.000035,0.002523,0.002347,-0.000868
10107,20080627,20221230,19860313,20221230,Y,59491810,594918104,59491810,594918104,Q,RW,S,A,MICROSOFT CORP; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,MSFT,MSFT,8048,7370,511210,TECH,60008001,10539,MICROSOFT CORP,20221202,20221202,N,255.0200,TR,"1,901,039,704.46",BP,254.6900,TR,20221201,"1,898,579,728.37",PB,0.001296,0.001296,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,21492217.00,255.0200,249.6900,256.0600,255.0200,255.0300,249.8200,"280,394",61,"5,480,945,179.3",20221020,20221230,"7,454,473",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.000581,-0.000636,0.005174,0.005149,-0.001195
10145,20221013,20221230,19251231,20221230,Y,43851610,438516106,43851610,438516106,Q,RW,S,A,HONEYWELL INTERNATIONAL INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,HON,HON,22168,3724,336412,INDL,60018933,25476,HONEYWELL INTERNATIONAL INC,20221202,20221202,N,219.0800,TR,"147,292,303.76",BP,217.3900,TR,20221201,"146,156,079.58",PB,0.007774,0.007774,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,2184579.00,219.0800,214.7200,219.8600,219.0800,219.0900,214.8300,"51,482",48,"478,597,567.3",20221013,20221230,"672,322",NC,NA,N,,,,,,,,,,,,,,,,,,-0.000581,-0.000636,0.005174,0.005149,-0.001195
11308,20080627,20221230,19251231,20221230,Y,19121610,191216100,19121610,191216100,N,RW,N/A,A,COCA COLA CO; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,KO,KO,20468,2086,312111,CONSTAP,0,0,COCA COLA CO,20221202,20221202,N,64.3500,TR,"278,282,411.55",BP,63.7900,TR,20221201,"275,860,684.27",PB,0.008779,0.008779,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,13643450.00,64.3500,63.4000,64.5200,64.3600,64.3700,63.6100,,,"877,956,007.5",20221130,20221229,"4,324,513",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.000581,-0.000636,0.005174,0.005149,-0.001195
12490,20211203,20221230,19251231,20221230,Y,45920010,459200101,45920010,459200101,N,RW,N/A,A,INTERNATIONAL BUSINESS MACHS COR; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,IBM,IBM,20990,3571,334111,TECH,0,0,INTERNATIONAL BUSINESS MACHS COR,20221202,20221202,N,148.6700,TR,"134,416,412.42",BP,149.1600,TR,20221201,"134,859,434.16",PB,-0.003285,-0.003285,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,2899995.00,148.6700,147.7300,149.1600,148.6600,148.6700,148.1300,,,"431,142,256.7",20221130,20221229,"904,126",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.000581,-0.000636,0.005174,0.005149,-0.001195
14008,20190912,20221230,19830617,20221230,Y,03116210,031162100,03116210,031162100,Q,RW,S,A,AMGEN INC; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,AMGN,AMGN,216,2830,325414,HEALTH,60000215,298,AMGEN INC,20221202,20221202,N,285.5100,TR,"152,342,140.29",BP,285.9400,TR,20221201,"152,571,579.26",PB,-0.001504,-0.001504,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,2235901.00,285.5100,283.1900,286.1200,285.5000,285.5100,284.0600,"43,434",59,"638,372,094.5",20221031,20221230,"533,579",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.000581,-0.000636,0.005174,0.005149,-0.001195
14541,20210401,20221230,19251231,20221230,Y,16676410,166764100,16676410,166764100,N,RW,N/A,A,CHEVRON CORP NEW; COM NONE; CONS,,Y,CORP,EQTY,COM,NS,Y,N/A,UNAV,NACT,UNAV,CVX,CVX,20440,5541,447190,ENERGY,0,0,CHEVRON CORP NEW,20221202,20221202,N,181.0300,TR,"350,046,668.17",BP,182.4900,TR,20221201,"352,869,781.11",PB,-0.008000,-0.008000,0.000000,NA,D1,0.0000,0.0000,1.000000,NO,6852304.00,181.0300,179.9250,183.6300,180.8700,180.9300,181.5300,,,"1,240,472,593.1",20221130,20221229,"1,933,639",OBS,NA,N,,,,,,,,,,,,,,,,,,-0.000581,-0.000636,0.005174,0.005149,-0.001195
